Index_code,Date,Open,Close,Low,High,Volume,Money,Change,Label
sh000001,34932,752.06,739.06,735.12,755.44,4113199000,2243600100,-0.0243,742.92
sh000001,34933,738.94,739.86,734.41,742.92,2430887000,1382577100,0.0011,744.39
sh000001,34934,741.72,729.89,724.69,744.39,2515786000,1414914800,-0.0135,735.42
sh000001,34935,728.76,733.85,718.05,735.42,2596307000,1229308400,0.0054,734.51
sh000001,34936,733.19,727.58,723.9,734.51,2207277000,1098327200,-0.0085,728.68
sh000001,34939,724.1,725.62,722.53,728.68,1478849000,716252500,-0.0027,741.65
sh000001,34940,728.11,722.08,719.87,741.65,2568240000,1128323700,-0.0049,725.87
sh000001,34941,721.75,715.73,714.04,725.87,1793817000,782494600,-0.0088,723.87
sh000001,34942,715.56,723.87,711.11,723.87,1882342000,910793900,0.0114,728.85
sh000001,34943,726.05,728.84,720.99,728.85,2036533000,1055225700,0.0069,737.94
sh000001,34946,731.42,737.89,728.99,737.94,2865883000,1714946400,0.0124,751.58
sh000001,34947,743.21,739.53,736.22,751.58,2698624000,1817253200,0.0022,754.2
sh000001,34948,738.99,753.75,738.27,754.2,3817502000,2199471500,0.0192,766.03
sh000001,34949,758.29,753.84,753.01,766.03,6190180000,3272557600,0.0001,758.18
sh000001,34950,753.28,751.08,747.06,758.18,3051478000,1786789700,-0.0037,775.45
sh000001,34953,756.68,775.45,755.62,775.45,4213794000,2226744900,0.0324,792.54
sh000001,34954,791.36,763.69,760.76,792.54,4611117000,2563081100,-0.0152,767.12
sh000001,34955,764.91,763.18,755,767.12,3426015000,1770296600,-0.0007,766.06
sh000001,34956,765.14,758.13,754.47,766.06,5448405000,2068591900,-0.0066,757.89
sh000001,34957,756.65,755.93,749.89,757.89,2691833000,1427072500,-0.0029,758.18
sh000001,34960,757.99,757.4,751.31,758.18,2418002000,1208713600,0.0019,762.18
sh000001,34961,761.17,736.74,735.21,762.18,3154083000,1493266200,-0.0273,731.54
sh000001,34962,730.28,726.14,721,731.54,2027674000,985311400,-0.0144,731.89
sh000001,34963,726.32,731.17,726.25,731.89,1367015000,727557000,0.0069,733.81
sh000001,34964,732.07,730.01,727.37,733.81,1074830000,590275700,-0.0016,730.01
sh000001,34967,730.01,723.35,717.43,730.01,1210792000,600947500,-0.0091,729.29
sh000001,34968,723.22,728.86,721.79,729.29,1022871000,503872400,0.0076,728.21
sh000001,34969,727.47,708.46,707.61,728.21,2608655000,1380734000,-0.028,711.19
sh000001,34970,705.02,711.19,699.1,711.19,2068937000,1034910500,0.0039,722.43
sh000001,34971,711.91,722.43,711.91,722.43,1922061000,986697100,0.0158,725.2
sh000001,34976,724.04,717.79,716.07,725.2,1222045000,642140300,-0.0064,724.92
sh000001,34977,718,724.88,715.64,724.92,1020401000,561003700,0.0099,729.54
sh000001,34978,724.88,719.96,718.93,729.54,2323431000,1243450100,-0.0068,717.99
sh000001,34981,717.99,706.29,704.41,717.99,2345760000,1174993000,-0.019,720.43
sh000001,34982,704.55,708.63,703.34,720.43,3995194000,2674453200,0.0033,710.89
sh000001,34983,705.56,710.89,700.69,710.89,4139230000,2585202000,0.0032,714.86
sh000001,34984,713.25,704.4,703.8,714.86,5487184000,2927632600,-0.0091,711.53
sh000001,34985,702.49,702.98,693.86,711.53,3929210000,2946325100,-0.002,706.4
sh000001,34988,702.13,701.34,696.79,706.4,2591953000,1648941100,-0.0023,705.6
sh000001,34989,700.86,702.4,698.48,705.6,1888299000,1136566400,0.0015,716.83
sh000001,34990,705.72,716.83,705.72,716.83,4273054000,2326855300,0.0205,720.75
sh000001,34991,719.76,702.79,700.83,720.75,4527197000,2636130200,-0.0196,726.29
sh000001,34992,700.33,726.29,697.56,726.29,3221212000,1894686800,0.0334,729.97
sh000001,34995,729.76,723.09,718.44,729.97,3877994000,2354826800,-0.0044,727.4
sh000001,34996,724.79,723.57,720.23,727.4,3116097000,1828259400,0.0007,765.48
sh000001,34997,765.21,760.41,740.74,765.48,8046441000,4649841000,0.0509,759.73
sh000001,34998,757.11,731.47,731.14,759.73,6377618000,3024053000,-0.0381,735.06
sh000001,34999,730.96,722.37,721.47,735.06,3579319000,1924779800,-0.0124,724.57
sh000001,35002,722.86,722.78,719.24,724.57,2513254000,1273855100,0.0006,726.49
sh000001,35003,723.43,717.32,715.4,726.49,2733567000,1717710800,-0.0076,727.5
sh000001,35004,716.46,723.39,712.27,727.5,3035687000,1645705700,0.0085,728.35
sh000001,35005,723.96,721.7,719.14,728.35,2050365000,1116481500,-0.0023,727.79
sh000001,35006,720.77,727.78,720.77,727.79,3155308000,1162813600,0.0084,736.15
sh000001,35009,729.04,736.15,728.99,736.15,2477455000,1392961300,0.0115,736.91
sh000001,35010,736.9,729.69,728.05,736.91,2034498000,1196249600,-0.0088,725.33
sh000001,35011,725.33,711.61,708.58,725.33,2553375000,1328897600,-0.0248,714.53
sh000001,35012,708.58,711.2,700.82,714.53,2051134000,1253331800,-0.0006,712.19
sh000001,35013,710.75,708.76,708,712.19,1328636000,788713600,-0.0034,705.92
sh000001,35016,705.89,688.7,686.43,705.92,1681681000,898383100,-0.0283,691.25
sh000001,35017,687.06,688.87,684.47,691.25,1290281000,690044900,0.0002,692.2
sh000001,35018,688.5,692.2,680.68,692.2,1705474000,1106688800,0.0048,691.09
sh000001,35019,690.11,682.44,681.25,691.09,2658306000,1044834600,-0.0141,682.23
sh000001,35020,680.08,676.19,675.37,682.23,1233322000,765757100,-0.0092,677.11
sh000001,35023,671.8,674.74,668.63,677.11,828513000,525895600,-0.0021,678.86
sh000001,35024,675.18,678.42,675.18,678.86,1173928000,476131200,0.0055,679.34
sh000001,35025,678.64,663.32,662.86,679.34,914955000,555567900,-0.0223,664.86
sh000001,35026,662.61,658.37,657.64,664.86,1017387000,605080000,-0.0075,662.05
sh000001,35027,656.96,659.37,654.09,662.05,763563000,465923500,0.0015,658.32
sh000001,35030,658.08,645.03,644.56,658.32,856620000,489130200,-0.0217,652.57
sh000001,35031,643.73,652.57,638.31,652.57,959655000,536754100,0.0117,652.1
sh000001,35032,652.1,641.59,640.55,652.1,732428000,408523100,-0.0168,652.62
sh000001,35033,639.51,641.14,632.03,652.62,923616000,518316000,-0.0007,639.49
sh000001,35034,631.55,633.81,624.93,639.49,921951000,461737000,-0.0114,635.73
sh000001,35037,632.72,634.92,632.24,635.73,412218000,215101200,0.0018,638.76
sh000001,35038,636.43,637.22,635.59,638.76,460212000,224791400,0.0036,637.32
sh000001,35039,637.3,628.43,627.85,637.32,641821000,402153400,-0.0138,632.37
sh000001,35040,628.63,631.84,627.06,632.37,500832000,299362100,0.0054,643.36
sh000001,35041,631.95,636.78,631.84,643.36,1458221000,887022200,0.0078,639.29
sh000001,35044,636.82,619.26,618.08,639.29,1137729000,717117600,-0.0275,633.93
sh000001,35045,616.34,629.45,605.09,633.93,1476493000,928942100,0.0165,631.02
sh000001,35046,629.84,613.8,613.19,631.02,1433506000,947332400,-0.0249,617.86
sh000001,35047,613.07,614.75,611.49,617.86,766437000,482373500,0.0015,612.61
sh000001,35048,612.6,603.89,601.02,612.61,993696000,542725800,-0.0177,600.65
sh000001,35051,600.65,592.14,591.51,600.65,809700000,439261200,-0.0195,596.35
sh000001,35052,592.72,592.06,590.9,596.35,639003000,358184500,-0.0001,601.1
sh000001,35053,593.51,601.04,593.51,601.1,665901000,346795700,0.0152,606.69
sh000001,35054,601.91,597.43,597.23,606.69,957680000,500465400,-0.006,599.71
sh000001,35055,596.26,594.24,591.37,599.71,696867000,353630500,-0.0053,590.76
sh000001,35058,590.76,580.03,579.26,590.76,709792000,370453400,-0.0239,580.38
sh000001,35059,578.79,572.22,571.43,580.38,548952000,280809800,-0.0135,573.87
sh000001,35060,571.68,570.4,562.33,573.87,809123000,391947100,-0.0032,569.19
sh000001,35061,568.77,556.82,555.66,569.19,809372000,406985700,-0.0238,561.61
sh000001,35062,555.74,555.29,552.84,561.61,822337000,394660800,-0.0027,550.26
sh000001,35066,550.26,537.87,537.38,550.26,482478000,223117100,-0.0314,542.74
sh000001,35067,535.23,542.42,530.79,542.74,556192000,252573800,0.0085,558.94
sh000001,35068,541.94,558.76,539.76,558.94,1105913000,451487900,0.0301,561.36
sh000001,35069,559.03,536.37,536.12,561.36,1386371000,597184700,-0.0401,540.04
sh000001,35072,533.33,539.17,527.91,540.04,696207000,287291300,0.0052,559.64
sh000001,35073,541.35,558.62,540.99,559.64,1894742000,803436600,0.0361,552.31
sh000001,35074,552.3,547.62,540.59,552.31,1531535000,652606200,-0.0197,552.56
sh000001,35075,547.46,545.64,543.12,552.56,1157744000,496816100,-0.0036,549.76
sh000001,35076,545.23,547.11,541.67,549.76,967429000,421599900,0.0027,551.91
sh000001,35079,545.05,551.04,543.83,551.91,919361000,423648800,0.0072,554.9
sh000001,35080,551.82,547.76,545.49,554.9,852911000,362896400,-0.006,548.57
sh000001,35081,546.21,537.31,535.24,548.57,981153000,409780900,-0.0191,533.41
sh000001,35082,533.38,517.63,517.3,533.41,1267549000,559187800,-0.0366,523.59
sh000001,35083,515,523.51,512.83,523.59,863912000,382324400,0.0114,521
sh000001,35086,520.95,516.46,514.16,521,682624000,309450800,-0.0135,522.41
sh000001,35087,515.48,519.6,515.48,522.41,556340000,251084200,0.0061,524.33
sh000001,35088,519.94,522.63,519.94,524.33,779977000,344156000,0.0058,538.96
sh000001,35089,523.75,521.37,520.74,538.96,2307320000,941892200,-0.0024,527.07
sh000001,35090,516.44,525.57,515.37,527.07,967330000,399410600,0.0081,530.17
sh000001,35093,526.2,529.14,525.49,530.17,1098300000,485379500,0.0068,532.65
sh000001,35094,531.3,532.57,525.6,532.65,1153756000,528944200,0.0065,538.11
sh000001,35095,531.46,537.35,530.12,538.11,1964732000,820317400,0.009,537.17
sh000001,35096,536.24,536.68,532.61,537.17,962217000,446982800,-0.0012,536.04
sh000001,35097,535.12,536.04,528.57,536.04,993070000,487402000,-0.0012,537.27
sh000001,35100,537.23,522.85,522.48,537.27,1220876000,680048900,-0.0246,522.67
sh000001,35101,520.08,520.69,518.18,522.67,776204000,399122700,-0.0041,524.72
sh000001,35102,520.37,524.3,519.65,524.72,673555000,336764900,0.0069,524.65
sh000001,35103,523.74,521.86,521.13,524.65,378694000,188936800,-0.0047,525.43
sh000001,35104,522,525.41,521.11,525.43,329658000,153374000,0.0068,524.06
sh000001,35107,523.57,523.85,523.57,524.06,364642000,180683500,-0.003,530.75
sh000001,35108,525.14,529.58,524.96,530.75,471762000,213136700,0.0109,534.18
sh000001,35109,530.09,529.25,528.71,534.18,497882000,227457600,-0.0006,538.35
sh000001,35110,529.32,536.98,528.5,538.35,830979000,394265500,0.0146,553.83
sh000001,35111,537.13,552.94,537.13,553.83,1870610000,929203700,0.0297,601.98
sh000001,35128,583.38,601.98,572.91,601.98,4480923000,2381797500,0.0887,606.51
sh000001,35129,600.46,587.06,582.73,606.51,4289672000,2200693400,-0.0248,583.33
sh000001,35130,582.37,559.7,558.69,583.33,2514257000,1265822600,-0.0466,569.33
sh000001,35131,558.12,569.33,558.04,569.33,1148420000,586832900,0.0172,574.78
sh000001,35132,566.89,573.13,559.18,574.78,1334412000,765905200,0.0067,575.47
sh000001,35135,574.19,568.12,565.53,575.47,1157246000,633143000,-0.0087,566.3
sh000001,35136,566.3,563.88,556.41,566.3,1166225000,631256000,-0.0075,566.13
sh000001,35137,562.77,563.2,561.03,566.13,661702000,340816200,-0.0012,564.73
sh000001,35138,562.98,562.3,561.5,564.73,592667000,316831600,-0.0016,563.5
sh000001,35139,561.44,562.39,557.54,563.5,597795000,308015200,0.0002,568.02
sh000001,35142,561.81,567.87,561.09,568.02,980704000,529025700,0.0097,571.13
sh000001,35143,568.14,566.55,565.34,571.13,763322000,412310700,-0.0023,570.48
sh000001,35144,566.28,569.67,566.24,570.48,803071000,446453700,0.0055,574.01
sh000001,35145,570.22,569.76,569.31,574.01,1118479000,594341100,0.0002,571.33
sh000001,35146,569.51,570.18,566.52,571.33,884935000,464683200,0.0007,572.75
sh000001,35149,570.77,570.24,569.37,572.75,962361000,552893100,0.0001,570.74
sh000001,35150,570.25,563.52,562.97,570.74,890455000,467403200,-0.0118,562.98
sh000001,35151,562.73,562.35,557.32,562.98,684522000,369351100,-0.0021,562.44
sh000001,35152,562.31,554.04,553.89,562.44,1060697000,578857500,-0.0148,557.33
sh000001,35153,553.79,556.39,549.72,557.33,1085856000,461200400,0.0042,573.95
sh000001,35156,566.21,566.19,561.95,573.95,1371654000,820544700,0.0176,564.99
sh000001,35157,564.94,557.21,556.91,564.99,676068000,358806000,-0.0159,562.28
sh000001,35158,557.56,560.98,556.23,562.28,484239000,258397100,0.0068,564.47
sh000001,35159,561.19,563.19,559.82,564.47,536910000,305107200,0.0039,584.18
sh000001,35160,563.67,582.53,563.67,584.18,1157159000,709539500,0.0343,587.6
sh000001,35163,583.63,581.38,578.32,587.6,1899630000,1215845200,-0.002,580.94
sh000001,35164,580.63,578.07,576.61,580.94,859305000,502419000,-0.0057,582.3
sh000001,35165,578.37,579.82,577.73,582.3,1004596000,608286100,0.003,583.38
sh000001,35166,579.51,583.38,576.99,583.38,998554000,611695000,0.0061,593.73
sh000001,35167,584.39,586.96,584.39,593.73,1548458000,963649900,0.0061,587.92
sh000001,35170,585.95,584.67,583.32,587.92,827849000,485692300,-0.0039,591.42
sh000001,35171,584.27,590.85,584.22,591.42,1350672000,723479900,0.0106,597.77
sh000001,35172,594.15,593.38,591.89,597.77,1740492000,981171000,0.0043,600.28
sh000001,35173,592.81,600.28,589.8,600.28,1656789000,948629100,0.0116,618.27
sh000001,35174,602.15,618.12,602.15,618.27,4123339000,2443462800,0.0297,627.65
sh000001,35177,624.93,613.97,613.94,627.65,5312174000,3500454600,-0.0067,623.77
sh000001,35178,611.37,623.77,609.89,623.77,2881555000,1789477200,0.016,664.65
sh000001,35179,633.8,664.65,633.8,664.65,7184553000,4445490100,0.0655,686.38
sh000001,35180,674.47,652.67,650.82,686.38,6689213000,4503472400,-0.018,714.56
sh000001,35181,660.14,707.61,660.14,714.56,10071376000,6973551200,0.0842,739.29
sh000001,35184,722.57,738.62,710,739.29,8780222000,6372420000,0.0438,738.5
sh000001,35185,728.39,681.16,679.45,738.5,7235604000,5051592900,-0.0778,721.66
sh000001,35187,715.97,654.43,652.76,721.66,5179001000,3547683700,-0.0392,660.27
sh000001,35188,654.43,650.04,645.01,660.27,2960827000,2002063200,-0.0067,672.85
sh000001,35191,648.23,671.28,648.23,672.85,5766488000,2988111600,0.0327,682.62
sh000001,35192,677.44,661.16,660.02,682.62,4933715000,2700472800,-0.0151,666.86
sh000001,35193,659.7,661.27,653.12,666.86,3119170000,1796040000,0.0002,669.8
sh000001,35194,659.4,656.9,654.82,669.8,2672481000,1703690600,-0.0066,661.47
sh000001,35195,656.33,661.47,648,661.47,2225074000,1300218800,0.007,672.76
sh000001,35198,665.49,666.1,663.68,672.76,3831605000,1861909100,0.007,672.44
sh000001,35199,668.58,665.41,663.34,672.44,2811699000,1553447700,-0.001,682.05
sh000001,35200,665.75,682.05,664.99,682.05,2782651000,1592160200,0.025,698.37
sh000001,35201,687.51,683.07,682.27,698.37,5889047000,3373162300,0.0015,712.05
sh000001,35202,685.21,711.93,682.41,712.05,4320810000,2741274100,0.0423,725.16
sh000001,35205,719.19,703.08,699.37,725.16,6628097000,4256524600,-0.0124,707.06
sh000001,35206,701.96,661.85,660.93,707.06,4715549000,2705860900,-0.0586,672.61
sh000001,35207,658.15,668.62,657.43,672.61,3663837000,1955460700,0.0102,670.25
sh000001,35208,668.7,642.67,641.57,670.25,3292401000,1589859400,-0.0388,644.92
sh000001,35209,638.76,639.8,630.42,644.92,2519110000,1348868800,-0.0045,642.11
sh000001,35212,639.51,637.96,635.02,642.11,1207223000,648720800,-0.0029,647.06
sh000001,35213,638.57,646.91,638.18,647.06,1934188000,1088101800,0.014,652.28
sh000001,35214,648.55,650.56,646.84,652.28,1417899000,832489100,0.0056,650.9
sh000001,35215,650.61,636.36,634.02,650.9,1681183000,990229000,-0.0218,653.22
sh000001,35216,633.92,643.65,632.22,653.22,2416099000,1744609000,0.0115,652.52
sh000001,35219,643.96,641.09,636.46,652.52,3233044000,2203152600,-0.004,656.59
sh000001,35220,642.06,651.51,642,656.59,3183675000,2173408200,0.0163,696.97
sh000001,35221,654.78,696.97,654.04,696.97,5991263000,4204963500,0.0698,715.58
sh000001,35222,703.03,702.64,691.49,715.58,7776633000,5499041300,0.0081,739.44
sh000001,35223,720.44,727.34,716.54,739.44,10691870000,7488490500,0.0352,764.63
sh000001,35226,740.11,764.39,736.99,764.63,10640451000,7040144100,0.0509,765.35
sh000001,35227,765.33,752.26,742.4,765.35,7705698000,5243102800,-0.0159,774.01
sh000001,35228,761.39,755.77,751.34,774.01,8058351000,6013692500,0.0047,769.3
sh000001,35229,758.22,768.68,745.53,769.3,6929639000,4789505200,0.0171,790.32
sh000001,35230,781.98,777.28,772.39,790.32,10172193000,6797088400,0.0112,780.35
sh000001,35233,779.71,752,750.04,780.35,6021042000,3834445100,-0.0325,793.6
sh000001,35234,749.3,793.56,748.56,793.6,5398729000,4415298000,0.0553,814.2
sh000001,35235,801.1,796.91,787.37,814.2,7345856000,6123600100,0.0042,802.61
sh000001,35236,788.92,793.59,783.47,802.61,3975064000,3413843600,-0.0042,806.1
sh000001,35237,797.9,796.11,793.42,806.1,3773213000,3245193000,0.0032,799.03
sh000001,35240,797.87,793.34,789.09,799.03,3391442000,2662725400,-0.0035,788.69
sh000001,35241,764.66,780.65,762.13,788.69,3668148000,2914024700,-0.016,802.04
sh000001,35242,782.15,801.46,782.15,802.04,3894474000,3212049900,0.0267,819.84
sh000001,35243,811.51,806.46,801.74,819.84,5731744000,4982846500,0.0062,811.88
sh000001,35244,809.6,804.25,798.04,811.88,4364062000,3788350600,-0.0027,801.05
sh000001,35247,800.91,761.12,755.32,801.05,6027652000,4818157200,-0.0536,766.07
sh000001,35248,758.47,759.71,753.64,766.07,3613407000,3182836700,-0.0019,786.16
sh000001,35249,767.11,786.13,766.43,786.16,5436389000,5252680800,0.0348,794.85
sh000001,35250,790.28,785.43,774.07,794.85,6181885000,5794688000,-0.0009,797.15
sh000001,35251,788.1,785.38,783.86,797.15,7135117000,5390738200,-0.0001,807.89
sh000001,35254,794.13,807.34,790.09,807.89,7274347000,6439040800,0.028,822.51
sh000001,35255,815.02,817.61,807.43,822.51,7673064000,6442554800,0.0127,825.39
sh000001,35256,821.1,820.05,809.35,825.39,6574262000,5225605400,0.003,822.39
sh000001,35257,822.18,792.07,790.57,822.39,5395230000,4369669600,-0.0341,796.41
sh000001,35258,784.26,796.41,778.87,796.41,3801905000,3300324100,0.0055,796.25
sh000001,35261,794.88,789.16,780.15,796.25,3665840000,3070761800,-0.0091,823.77
sh000001,35262,796.76,823.08,793.69,823.77,5681102000,4628994300,0.043,841.41
sh000001,35263,830.65,808.99,808.5,841.41,7192647000,5047189300,-0.0171,819.56
sh000001,35264,808.09,818.04,808.09,819.56,3814635000,2761649200,0.0112,857.08
sh000001,35265,824.01,856.93,820.66,857.08,8602257000,6130803000,0.0475,887.07
sh000001,35268,871.48,884.94,870.22,887.07,10828270000,7864698300,0.0327,889.41
sh000001,35269,888.92,871.49,864.51,889.41,6847447000,5133593100,-0.0152,894.73
sh000001,35270,874.97,887.6,874.97,894.73,7767470000,5857347400,0.0185,894.21
sh000001,35271,887.25,868.16,867.09,894.21,8224689000,5751411400,-0.0219,872.27
sh000001,35272,868.28,845.12,840.21,872.27,6530364000,5100398700,-0.0265,855.5
sh000001,35275,846.19,855.42,837.2,855.5,4168558000,3159293800,0.0122,865.5
sh000001,35276,861.72,836.93,834.87,865.5,4093727000,3169679700,-0.0216,841.72
sh000001,35277,836.67,822.48,820.85,841.72,3568602000,2647605600,-0.0173,843.01
sh000001,35278,823.17,835.11,814.89,843.01,3713304000,2784708700,0.0154,850.59
sh000001,35279,842.4,838.88,828.66,850.59,3918272000,3182119400,0.0045,853.2
sh000001,35282,846.03,853.19,838.6,853.2,3252658000,2427681300,0.0171,862.43
sh000001,35283,854.78,862.22,848.36,862.43,3764331000,2994729700,0.0106,873.03
sh000001,35284,865.49,867.27,862.61,873.03,5114482000,4086908400,0.0059,877.92
sh000001,35285,871.03,876,869.55,877.92,4467449000,3468291300,0.0101,880.31
sh000001,35286,875.19,871.6,857.74,880.31,5434288000,4120766800,-0.005,894.86
sh000001,35289,880.13,886.05,880.13,894.86,5292406000,4020290800,0.0166,887.35
sh000001,35290,885.89,874.81,872.4,887.35,3380463000,2591283000,-0.0127,879.09
sh000001,35291,875.79,871.65,868.74,879.09,3066998000,2420930400,-0.0036,878.57
sh000001,35292,872.83,865.83,864.77,878.57,3703103000,2915282500,-0.0067,862.88
sh000001,35293,862.68,853.87,838.42,862.88,3927559000,3237462600,-0.0138,852.35
sh000001,35296,852.34,835.21,834.85,852.35,2532430000,2118481800,-0.0219,837.58
sh000001,35297,834.73,822.44,820.77,837.58,2715780000,2162501200,-0.0153,842.68
sh000001,35298,825.69,833.61,825.61,842.68,3533549000,2859572700,0.0136,842.46
sh000001,35299,838.2,818.2,816.05,842.46,3002311000,2325351500,-0.0185,824.89
sh000001,35300,824.89,803.69,786.44,824.89,3508527000,2808750900,-0.0177,800.53
sh000001,35303,789.15,773.07,770.85,800.53,2941322000,2531508000,-0.0381,787.48
sh000001,35304,769.79,787.47,766.7,787.48,2596491000,2036879900,0.0186,806.36
sh000001,35305,790.72,796.84,789.06,806.36,3499275000,2981339700,0.0119,797.98
sh000001,35306,797.31,788.73,783.96,797.98,3142907000,2101523100,-0.0102,809.97
sh000001,35307,791.39,809.94,791.39,809.97,4664219000,3520278400,0.0269,813.57
sh000001,35310,812.94,804.78,803.13,813.57,3629176000,2662453200,-0.0064,818.88
sh000001,35311,805.53,800.22,799.01,818.88,3634716000,2747409200,-0.0057,813.46
sh000001,35312,797.9,812.02,795.07,813.46,3717969000,2971711500,0.0147,838.67
sh000001,35313,817.37,814.38,812.93,838.67,7055527000,5765848500,0.0029,818.36
sh000001,35314,813.59,801.23,796.17,818.36,3614965000,2980728400,-0.0161,799.98
sh000001,35317,798.6,793.59,791.63,799.98,3603709000,3346858000,-0.0095,793.22
sh000001,35318,793.22,764.45,763.15,793.22,3579191000,2940479800,-0.0367,773.6
sh000001,35319,762.81,769.25,754.59,773.6,2902595000,2047304000,0.0063,784.18
sh000001,35320,780.32,757.09,754.11,784.18,4951125000,2106192400,-0.0158,779.07
sh000001,35321,756.39,779.07,752.68,779.07,3294425000,2251410400,0.029,784.48
sh000001,35324,779.85,778.29,771.8,784.48,3105759000,2737431500,-0.001,785.11
sh000001,35325,777.73,776.48,774.15,785.11,2825712000,2452681100,-0.0023,782.73
sh000001,35326,781.34,760.76,757.94,782.73,2960647000,2503823000,-0.0202,769.13
sh000001,35327,756.11,769.1,754.28,769.13,2047827000,1560462800,0.011,805.54
sh000001,35328,772.29,805.54,770.04,805.54,3632568000,3292330500,0.0474,852.04
sh000001,35331,812.94,851.99,812.31,852.04,8750209000,8197043700,0.0577,865.49
sh000001,35332,857.42,849.92,845.39,865.49,7619116000,7256174300,-0.0024,858.6
sh000001,35333,855.35,835.18,830.25,858.6,5269653000,5143411400,-0.0173,857.44
sh000001,35334,837.68,854.66,837.68,857.44,5528705000,5380414400,0.0233,875.53
sh000001,35335,861.62,875.53,855.75,875.53,6779711000,6603607000,0.0244,891.71
sh000001,35341,887.85,865.49,864.67,891.71,5855275000,5381838300,-0.0115,869.65
sh000001,35342,864.19,863.46,855.79,869.65,3849198000,3383326900,-0.0023,869.87
sh000001,35345,866.07,864.66,852.83,869.87,4401367000,3441940100,0.0014,882.09
sh000001,35346,869.08,877.61,865.42,882.09,5362932000,4351187000,0.015,883.62
sh000001,35347,882.19,874.01,865.57,883.62,5107229000,4186830400,-0.0041,904.14
sh000001,35348,878.05,904.1,877.34,904.14,9745683000,6927798700,0.0344,912.01
sh000001,35349,909.06,909.89,898.72,912.01,11252542000,7461778200,0.0064,943.55
sh000001,35352,919.7,940.79,919.7,943.55,12502362000,8757552300,0.034,944.94
sh000001,35353,943.81,937.29,925.66,944.94,8655867000,6613727300,-0.0037,953.4
sh000001,35354,944.35,933.88,921.15,953.4,8499455000,6656883500,-0.0036,952.45
sh000001,35355,931.11,952.32,928.08,952.45,8331416000,6656016400,0.0197,968.22
sh000001,35356,960.55,939.93,937.77,968.22,9963990000,7532118100,-0.013,964.44
sh000001,35359,943.03,964.39,943.03,964.44,7409761000,5486589300,0.026,978.98
sh000001,35360,952.93,976.47,943.03,978.98,10114057000,7290778500,0.0125,1011.13
sh000001,35361,989.32,1010.83,986.72,1011.13,14262611000,10831932400,0.0352,1020.97
sh000001,35362,1017.46,1007.91,1004.37,1020.97,11165096000,9329883200,-0.0029,1016.91
sh000001,35363,1006.3,1012.67,994.82,1016.91,11273987000,9575816400,0.0047,1026.84
sh000001,35366,1001.23,1022.86,1000.07,1026.84,10295494000,8544877200,0.0101,1038.81
sh000001,35367,1032.61,1017.52,1013.49,1038.81,11142888000,9390301600,-0.0052,1022.02
sh000001,35368,1017.06,958.94,955.23,1022.02,8913422000,7165048500,-0.0576,983.23
sh000001,35369,972.17,976.71,949.59,983.23,7183930000,5587136200,0.0185,962.11
sh000001,35370,935.17,930.79,906.96,962.11,7974747000,5480916200,-0.047,947.88
sh000001,35373,931,945.12,929.73,947.88,5628502000,3670398500,0.0154,950.36
sh000001,35374,947.44,928.03,922.67,950.36,5038555000,3706333500,-0.0181,928.47
sh000001,35375,925.76,915.05,896.88,928.47,3971998000,2900813500,-0.014,931.6
sh000001,35376,919.95,928.14,915.62,931.6,3494761000,2960240500,0.0143,927.39
sh000001,35377,927.24,919.67,911.92,927.39,3054420000,2650845400,-0.0091,933.97
sh000001,35380,923.37,933.97,922.2,933.97,3631432000,3095741100,0.0155,949.25
sh000001,35381,937.7,943,928.98,949.25,4937158000,3588525700,0.0097,951.09
sh000001,35382,945.98,940.52,932.93,951.09,4520260000,3506058400,-0.0026,957.61
sh000001,35383,944.46,953.19,943.61,957.61,5539152000,4414774800,0.0135,958.62
sh000001,35384,951.51,950.83,943.8,958.62,5509857000,4914051600,-0.0025,1004.95
sh000001,35387,952.73,1004.69,948.82,1004.95,8278962000,7208801200,0.0566,1047.39
sh000001,35388,1019.62,1015.96,1008.23,1047.39,12890007000,10483051600,0.0112,1018.89
sh000001,35389,1010.81,1014.93,992.27,1018.89,8541935000,7033766700,-0.001,1025.58
sh000001,35390,1018.05,940.77,937.84,1025.58,8714657000,6921271000,-0.0731,952.03
sh000001,35391,928.52,951.83,919.61,952.03,6362317000,4318191400,0.0118,976.55
sh000001,35394,948.59,976.55,938.81,976.55,6440178000,4709915100,0.026,985.13
sh000001,35395,981.47,967.59,957.81,985.13,6201207000,5166540100,-0.0092,987.18
sh000001,35396,966.94,980.38,960.46,987.18,5476056000,4615036000,0.0132,1002.54
sh000001,35397,983.01,992.64,978.51,1002.54,7510755000,6001409600,0.0125,1037.16
sh000001,35398,997.85,1032.95,997.84,1037.16,13130487000,9572855600,0.0406,1134.9
sh000001,35401,1056.68,1134.52,1056.68,1134.9,20411528000,16747284800,0.0983,1177.68
sh000001,35402,1157.13,1122.99,1118.83,1177.68,21485675000,19274467000,-0.0102,1170.6
sh000001,35403,1117.03,1169.92,1115.27,1170.6,14828441000,12878816300,0.0418,1215.25
sh000001,35404,1199.38,1212.08,1180.21,1215.25,19687107000,18972711000,0.036,1220.31
sh000001,35405,1207.3,1212.89,1194.77,1220.31,14430518000,14639772900,0.0007,1250.56
sh000001,35408,1227.48,1247.66,1227.48,1250.56,15603201000,16156679300,0.0287,1244.11
